Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,0,1,KAM,"Hey, how you doing",0,0,0,NEUTRAL,-0.006182075,0.947709501,0.000410604,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,1,1.96,HCP,"I'm fine, Raj, how are you",0,0.611839,0,NEUTRAL,0.192402519,0.731614232,0.001596999,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,2,2.62,KAM,"Yeah, good",0,0.880435,0,POSITIVE,0.858433004,0.124253683,0.003505275,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,2.62,5.25,KAM, So you're okay with me calling you Mohsin,0,0,0,NEUTRAL,0.18534191,0.576167583,0.033239048,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,5.25,6.81,KAM, Pronouncing it correctly,0.942582,0,0,POSITIVE,0.809300626,0.157331452,0.002054263,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,7,7.22,HCP,Yeah,0,0,0,NEUTRAL,0.0687463,0.815407872,0.078443952,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,7.22,7.61,HCP, Mohsin,0,0,0,NEUTRAL,0.009210313,0.987734258,2.55168E-05,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,7.61,7.83,HCP, Yes,0,0,0,MIXED,0.238577088,0.313683778,0.399542004,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,8,9.67,KAM,"Yeah, Mohsin, well look",0,0,0,NEUTRAL,0.158775952,0.820664227,0.000217747,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,9.67,12.07,KAM," Firstly, let me introduce myself",0,0,0.774376,NEUTRAL,0.006265378,0.991750658,0.000137629,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,12.07,12.43,KAM, Okay,0,0,0,NEUTRAL,0.063733149,0.892911613,0.014053165,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,12.43,14.03,KAM, So I'm Raj Raj Virdee,0,0,0,NEUTRAL,0.020267673,0.972779334,4.30727E-05,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,14.03,17.52,KAM, I've been with Pfizer now for about 15 16 years,0,0.509638,0,NEUTRAL,0.042379684,0.942896485,0.000477341,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,17.52,32.62,KAM," And I've worked Kent and secondary care in Kent, with a barrage with a variety of products, you know, over that period, so I've never worked anywhere else but I've covered all the hosptial processing in Kent",0,0,0,NEUTRAL,0.234053716,0.650424123,0.000538038,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,32.62,35.17,KAM, With a slight caveat with Apixaban,-0.75152,0,0,NEUTRAL,0.059151195,0.782891214,0.0235484,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,35.17,35.46,KAM, Why,0,0,0,NEUTRAL,-0.192449383,0.611599922,0.163386703,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,35.46,51.73,KAM," Because we're co promoting with BMS, I share cap with another colleague, but I've gone from working Devon hospitals with a respiratory portfolio two years ago to three now, which is um, well, I'm not as busy as I used to be",0,0,0,NEUTRAL,0.002220944,0.868961632,0.000354078,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,51.73,53.18,KAM," Let me say that, so",0,0,0,NEUTRAL,0.008749416,0.951743066,0.001282455,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,53.18,56.38,KAM," So yeah, so I've got a wealth of experience",0,0.701871,0,POSITIVE,0.504930403,0.454733342,0.00693929,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,56.38,63.71,KAM," And, you know, in various different areas, and I've been with Pfizer for for quite some time now, so",-0.727988,0,0,NEUTRAL,0.093831404,0.900773466,4.6869E-05,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,63.71,66.77,KAM," And, and yourself, what's your background",0,0,0,NEUTRAL,0.013095457,0.9693923,5.51262E-05,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,66.77,68,KAM, And,0,0,0,NEUTRAL,0.005822867,0.833891332,0.094721228,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,68,71.97,HCP,So I've probably not even been working as long as you have Raj,-0.957828,0,0.862286,NEGATIVE,-0.649911596,0.279308736,0.050861239,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,71.97,73,HCP, So first thing,0,0.539072,0,NEUTRAL,0.031041129,0.948460102,0.001727291,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,73,76.93,KAM,Dont point that- I don't need a reminder of how old I am,0,0,0,NEUTRAL,-0.304703791,0.629080355,0.03320428,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,77,82.75,HCP,"I've been a pharmacist for eight years now, most of my time is spent in secondary care",0,0,0,NEUTRAL,-0.033692089,0.937718749,0.002354783,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,82.75,87.43,HCP," And I've probably worked in every clinical area under the sun, really",0,0,0.620279,POSITIVE,0.764055148,0.19683294,0.002784098,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,87.43,98.8,HCP," But now I focus on high cost drugs commissioning, home care, and I'm the lead pharmacists for home care high cost drugs, meds optimization to kind of stuff, at the trust",0,0,0,NEUTRAL,0.069974564,0.732451558,0.004462217,#REF!,#REF!,#REF!
Transcript.csv,C:\Users\David\KAI Conversations Limited\KAI Mgt - Documents\KAI Mgt\Projects - RESTRICTED\Neooptima\Pfizer\2.0 Projects\006_Demo\2.4 Analysis and Modelling\reporting\rawdata\05rajvirdee\,5rajvirdee\,#REF!,99,100.61,KAM,"Wow, did you mentioned about stroke",-0.75152,0,0,NEUTRAL,-0.008687362,0.696215689,0.004452246,#REF!,#REF!,#REF!
